,X_array,Y
597,"[5, 7, 11, 6, 1, 2, 2, 0, 2, 3, 0, 2, 2, 2, 3, 3, 0, 0, 6, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 1, 0, 0, 0, 0]",1
2402,"[4, 7, 5, 7, 1, 2, 1, 0, 1, 0, 0, 5, 1, 1, 3, 0, 0, 4, 1, 2, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 1, 0, 1]",-1
1760,"[7, 11, 4, 5, 0, 4, 1, 2, 6, 3, 0, 2, 1, 2, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 1, 1, 0, 2, 0, 0, 0, 1, 0, 1, 1, 0, 0, 4, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",-1
916,"[8, 5, 3, 8, 3, 1, 1, 3, 3, 0, 0, 2, 0, 2, 0, 0, 1, 2, 2, 3, 2, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 2, 0, 0, 0, 1, 2, 0]",1
374,"[7, 6, 8, 5, 0, 1, 2, 3, 1, 3, 2, 0, 3, 1, 2, 2, 3, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]",1
1678,"[4, 5, 5, 12, 0, 1, 0, 3, 2, 0, 2, 1, 1, 0, 0, 4, 1, 4, 3, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 1, 2, 0, 1, 1, 0, 0, 0, 3, 0, 0, 2, 0]",-1
1472,"[15, 5, 4, 13, 6, 2, 2, 5, 1, 1, 0, 3, 2, 0, 1, 1, 6, 2, 1, 3, 3, 1, 0, 2, 0, 1, 0, 1, 1, 0, 1, 0, 2, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 3, 0, 0, 0, 2, 1, 0, 0, 0, 1, 0, 1, 1]",-1
329,"[5, 3, 7, 4, 0, 2, 1, 2, 2, 0, 0, 1, 2, 1, 3, 0, 0, 0, 3, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0]",1
2192,"[8, 4, 8, 9, 0, 1, 4, 3, 3, 0, 0, 1, 3, 0, 1, 3, 2, 2, 3, 2, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 2, 1, 0, 0, 1, 1, 0, 0, 2, 0, 1, 1, 0]",-1
839,"[9, 6, 11, 4, 3, 2, 4, 0, 1, 1, 2, 2, 4, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 2, 0, 0, 1, 0, 1, 2, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]",1
1927,"[6, 2, 6, 15, 0, 1, 1, 4, 1, 0, 0, 1, 2, 0, 2, 2, 3, 1, 2, 8, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 1, 1, 2, 1, 0, 4]",-1
1703,"[4, 4, 8, 11, 1, 0, 2, 1, 0, 1, 1, 2, 2, 2, 2, 2, 1, 1, 3, 5, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 2]",-1
815,"[6, 10, 5, 9, 0, 3, 1, 2, 4, 5, 0, 1, 1, 0, 1, 2, 1, 2, 3, 3, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2, 1, 1, 1, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 2, 0, 1, 2, 0]",1
341,"[12, 6, 9, 3, 3, 4, 5, 0, 3, 1, 0, 2, 4, 1, 3, 0, 1, 0, 1, 1, 2, 1, 0, 0, 3, 0, 0, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 3, 0, 0, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",1
570,"[11, 0, 3, 11, 6, 0, 1, 3, 0, 0, 0, 0, 2, 0, 0, 1, 2, 0, 2, 7, 4, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 2, 3]",1
1427,"[4, 8, 13, 6, 1, 1, 1, 1, 2, 3, 1, 2, 1, 1, 9, 1, 0, 3, 2, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 5, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0]",-1
1614,"[8, 10, 10, 20, 0, 2, 3, 3, 4, 2, 1, 3, 0, 3, 2, 5, 4, 3, 3, 9, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 2, 1, 0, 1, 2, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 2, 0, 1, 0, 0, 1, 0, 1, 3, 1, 0, 1, 0, 1, 1, 2, 2, 0, 0, 1, 0, 1, 1, 1, 1, 2, 1, 4]",-1
703,"[11, 3, 3, 13, 5, 0, 1, 5, 1, 0, 0, 2, 0, 1, 1, 1, 5, 2, 0, 5, 2, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 3, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 3]",1
2296,"[8, 7, 11, 5, 1, 1, 4, 2, 0, 4, 2, 1, 5, 1, 3, 1, 2, 0, 2, 1, 0, 0, 0, 1, 0, 0, 0, 1, 2, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 3, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 3, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",-1
845,"[8, 12, 18, 7, 0, 1, 5, 2, 3, 5, 1, 3, 3, 4, 8, 2, 1, 2, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 3, 1, 0, 0, 2, 0, 0, 1, 1, 1, 2, 1, 0, 2, 0, 1, 0, 0, 0, 1, 2, 0, 0, 0, 2, 1, 1, 2, 0, 1, 2, 3, 3, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0]",1
789,"[10, 12, 18, 12, 1, 4, 3, 2, 5, 3, 2, 2, 4, 1, 12, 0, 0, 4, 1, 7, 0, 1, 0, 0, 2, 1, 0, 1, 0, 0, 2, 0, 0, 0, 1, 1, 1, 2, 1, 1, 2, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 1, 2, 1, 0, 0, 1, 0, 4, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 3, 0, 4]",1
1529,"[10, 9, 6, 13, 5, 2, 2, 1, 2, 2, 0, 4, 3, 2, 0, 1, 0, 2, 4, 7, 3, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 0, 1, 0, 2, 2, 3]",-1
1350,"[8, 3, 4, 10, 4, 2, 1, 0, 2, 0, 0, 1, 1, 0, 1, 2, 1, 1, 2, 6, 2, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2]",-1
1332,"[7, 8, 2, 14, 3, 2, 1, 1, 2, 2, 0, 4, 0, 1, 0, 1, 2, 3, 1, 7, 0, 2, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 0, 0, 2, 0, 5]",-1
1938,"[10, 5, 3, 5, 5, 4, 0, 1, 2, 1, 0, 2, 1, 0, 2, 0, 1, 0, 1, 2, 3, 2, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]",-1
1665,"[1, 7, 7, 13, 0, 0, 0, 1, 0, 2, 0, 5, 0, 1, 3, 2, 1, 3, 4, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 2, 0, 1, 2, 1, 0, 2, 0, 3]",-1
868,"[4, 5, 6, 9, 0, 2, 1, 1, 1, 1, 1, 2, 1, 0, 1, 4, 2, 1, 3, 2, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0]",1
2325,"[18, 2, 17, 7, 5, 2, 8, 3, 2, 0, 0, 0, 9, 0, 6, 2, 2, 0, 2, 2, 1, 1, 2, 1, 2, 0, 0, 0, 5, 0, 3, 0, 1, 0, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 4, 2, 0, 0, 0, 0, 2, 0, 2, 2, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]",-1
2009,"[8, 11, 9, 9, 0, 3, 3, 2, 3, 4, 0, 3, 1, 2, 3, 3, 3, 2, 3, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 2, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 2, 1, 0, 1, 0, 0, 1, 0, 0, 1, 2, 1, 0, 0, 0]",-1
1638,"[12, 7, 3, 7, 6, 2, 2, 1, 1, 3, 0, 3, 1, 1, 0, 1, 3, 1, 1, 2, 2, 1, 1, 1, 0, 0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]",-1
1226,"[7, 9, 11, 3, 1, 0, 5, 1, 3, 3, 1, 2, 3, 6, 2, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 3, 1, 0, 0, 0, 1, 0, 0, 0, 2, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 2, 0, 2, 2, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",-1
732,"[7, 7, 9, 6, 2, 1, 3, 1, 2, 2, 0, 3, 0, 3, 4, 1, 2, 1, 2, 1, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 2, 0, 2, 2, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]",1
223,"[6, 14, 12, 3, 1, 2, 3, 0, 4, 4, 4, 2, 1, 7, 3, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 3, 0, 2, 0, 1, 1, 0, 3, 1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 2, 2, 2, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",1
155,"[2, 14, 7, 5, 0, 1, 1, 0, 1, 7, 3, 3, 1, 3, 1, 1, 0, 3, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 2, 3, 0, 1, 0, 1, 0, 2, 1, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",1
2143,"[4, 9, 8, 8, 0, 0, 3, 1, 2, 4, 1, 2, 1, 3, 2, 1, 0, 2, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 1, 2, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 2, 0, 0, 1, 2, 1]",-1
739,"[4, 12, 1, 11, 0, 3, 0, 1, 1, 3, 1, 7, 0, 0, 0, 0, 2, 6, 0, 3, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 1, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 3, 0, 0, 0, 0, 0, 3, 0, 0]",1
2394,"[6, 8, 3, 11, 0, 1, 1, 3, 3, 2, 0, 3, 1, 1, 1, 0, 2, 4, 1, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 2, 0, 0, 1, 0, 1, 0, 0, 3]",-1
1463,"[4, 12, 7, 7, 2, 1, 1, 0, 1, 5, 1, 5, 0, 2, 3, 1, 1, 3, 2, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 3, 0, 0, 1, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0]",-1
1909,"[4, 6, 14, 4, 0, 1, 1, 1, 0, 3, 2, 1, 3, 2, 8, 1, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 2, 0, 5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]",-1
719,"[7, 0, 6, 14, 2, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 5, 4, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 1, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 4, 1, 0, 1, 2]",1
2387,"[17, 10, 4, 4, 9, 4, 2, 1, 5, 4, 0, 1, 1, 1, 0, 2, 1, 1, 2, 0, 5, 2, 1, 0, 3, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 3, 1, 0, 1, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",-1
1296,"[10, 4, 6, 18, 3, 1, 3, 3, 1, 0, 0, 3, 2, 0, 2, 2, 4, 3, 1, 9, 1, 0, 0, 2, 0, 0, 0, 1, 2, 0, 1, 0, 1, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 2, 0, 2, 0, 1, 0, 0, 2, 0, 0, 0, 1, 2, 1, 1, 5]",-1
15,"[10, 5, 11, 7, 3, 1, 4, 2, 3, 0, 1, 1, 3, 2, 1, 4, 0, 2, 5, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 1, 0, 2, 0, 0, 2, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 3, 0, 1, 1, 0, 0, 0, 0]",1
2306,"[12, 4, 7, 7, 7, 2, 3, 0, 1, 1, 1, 1, 1, 0, 0, 6, 2, 1, 3, 0, 4, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 3, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 0, 0, 0, 0]",-1
901,"[10, 14, 12, 8, 0, 6, 4, 0, 5, 5, 1, 3, 3, 2, 3, 3, 2, 0, 4, 2, 0, 0, 0, 0, 1, 3, 0, 2, 2, 1, 0, 1, 0, 0, 0, 0, 0, 2, 3, 0, 3, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 2, 0, 2, 1, 0, 1, 1, 0, 0, 0, 1, 2, 0, 0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 1, 0, 1, 0]",1
1806,"[7, 0, 11, 13, 1, 0, 3, 3, 0, 0, 0, 0, 3, 0, 2, 5, 3, 0, 6, 4, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 3, 0, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 1, 4, 1, 0, 1, 2]",-1
1776,"[12, 14, 12, 14, 2, 3, 2, 5, 4, 5, 1, 3, 3, 3, 3, 3, 2, 3, 6, 3, 1, 1, 0, 0, 1, 2, 0, 0, 0, 2, 0, 0, 2, 1, 1, 1, 0, 0, 2, 2, 2, 2, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 1, 1, 0, 1, 1, 0, 0, 2, 1, 1, 0, 1, 0, 1, 2, 0, 0, 0, 0, 2, 0, 1, 1, 1, 2, 0, 2, 2, 0, 0, 1, 2]",-1
114,"[10, 7, 3, 5, 5, 3, 2, 0, 4, 1, 0, 2, 0, 0, 0, 2, 1, 2, 1, 1, 2, 2, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",1
1121,"[11, 3, 10, 6, 4, 2, 4, 1, 0, 1, 0, 2, 6, 0, 2, 1, 0, 0, 4, 2, 1, 1, 2, 0, 0, 1, 0, 1, 3, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 2, 1, 2, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1]",1
2053,"[9, 3, 5, 12, 3, 0, 0, 5, 2, 0, 0, 1, 2, 0, 1, 2, 2, 3, 4, 3, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 2, 0, 0, 1, 1, 0, 1, 2, 1, 1, 0, 1]",-1
1736,"[9, 6, 7, 5, 1, 2, 3, 3, 4, 1, 0, 1, 1, 2, 2, 1, 3, 1, 1, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",-1
2150,"[2, 7, 10, 4, 0, 2, 0, 0, 0, 2, 3, 2, 1, 3, 4, 2, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 2, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0]",-1
2063,"[5, 6, 6, 12, 1, 1, 2, 0, 2, 0, 0, 4, 0, 1, 2, 3, 2, 4, 1, 5, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1, 0, 2, 0, 0, 2, 0, 2, 0, 0, 2, 0, 1, 0, 0, 1, 3, 0, 1]",-1
